book_id,title,author,image-url,download-url,rating
43,PROGRAMMING WITH JAVA A PRIMER,E. Balaguruswamy,https://libgen.li/covers/1104000/1a9dbdc972c4ca0a621e2576c7d45ba8.jpg,https://libgen.li/get.php?md5=1a9dbdc972c4ca0a621e2576c7d45ba8&key=4M19SOENOVW1GZJL,3.5
44,Programming With Java (Mastering Programming Languages Series),"Edet, Theophilus",https://libgen.li/covers/5468000/ea5e363ef98107cda4a23e47f0e3bc70.jpg,https://libgen.li/get.php?md5=ea5e363ef98107cda4a23e47f0e3bc70&key=806A3EJJR582W86S,3.5
45,Real-time Java programming with Java RTS,"Bruno, Eric J. Bollella, Gregory",https://libgen.li/covers/2863000/3da9eb08bf492117089adf4c187fb2e3.jpg,https://libgen.li/get.php?md5=3da9eb08bf492117089adf4c187fb2e3&key=G3MWEYELXF66BJUE,3
46,Learning Java: An Introduction to Programming with Java,"Thanh, Neos",https://libgen.li/covers/2813000/2913ae29a03a85bc162adbca2ab4e1a0.jpg,https://libgen.li/get.php?md5=2913ae29a03a85bc162adbca2ab4e1a0&key=1QDLYG3QWT8P7ZBC,3.4
47,C++: The Complete Reference,"Schildt, Herbert",https://libgen.li/covers/3360000/8f917b893d4c493bb9f8ce6b436e218d.jpg,https://libgen.li/get.php?md5=8f917b893d4c493bb9f8ce6b436e218d&key=KQ0G2A475RU1JA42,4.3
48,The Ultimate Guide to Master C Programming Fast,"Robert Hoffman, Burne Stroustrup",https://libgen.li/editioncovers/138122000/138122723.jpg,https://libgen.li/get.php?md5=e0269888c34353ba83ea9e5f573ca755&key=88X410B6A2BSUAN7,4
49,Beginning Programming with C++ For Dummies,Stephen R. Davis,https://libgen.li/editioncovers/136120000/136120253.jpg,https://libgen.li/get.php?md5=10241c9538edbe7d37efdbfdf5eee354&key=0FPDVJNJPH2FYA2S,4.3
50,Programming with C and Cpp (C++),Devendra Naga,https://libgen.li/covers/5306000/b71816a88a81ca351e63eae9070d363f.jpg,https://libgen.li/get.php?md5=b71816a88a81ca351e63eae9070d363f&key=HX1W4VROGRG7JDTX,4.25
51,C++ Programming,"Edet, Theophilus",https://libgen.li/covers/5458000/be2fec57c815765845785fb90c14b657.jpg,https://libgen.li/get.php?md5=be2fec57c815765845785fb90c14b657&key=EOK0P17UK2HC08WB,4.4
52, Introduction to Programming In C++ Language,"Khachane, Vishal",https://libgen.li/fictioncovers/4812000/e47514ea79958b2c82dc783fc99bf2f2.jpg,https://libgen.li/get.php?md5=e47514ea79958b2c82dc783fc99bf2f2&key=1Q80BKR9P6MTW5JE,4.2
53,Digital Principles And Applications,Donald P. Leach,https://libgen.li/covers/2215000/3e77e8851954b4c093e51c1a90d6aa53.jpg,https://libgen.li/get.php?md5=3e77e8851954b4c093e51c1a90d6aa53&key=HDGKGGW4GJE4QWPZ,4.4
54,Fundamentals of Logic Design," Charles H. Roth Jr., Larry L Kinney",https://libgen.li/covers/570000/182e6dbafcca26f77e0802b39d986a82.jpg,https://libgen.li/get.php?md5=182e6dbafcca26f77e0802b39d986a82&key=TAY0MGLCR1BSVVNK,4.2
55,Digital Systems: Principles and Applications,"Ronald J. Tocci, Neal S. Widmer",https://libgen.li/covers/653000/5b6b1b0d2e5e261a5372386f247d8eb0.jpg,https://libgen.li/get.php?md5=5b6b1b0d2e5e261a5372386f247d8eb0&key=APRJBZ5M2KMM36BG,4.1
56,Digital design,"Mano, M Morris, Ciletti, Michael D",https://libgen.li/covers/2861000/707d7f51b81042e3089e14b27961dbf7.jpg,https://libgen.li/get.php?md5=707d7f51b81042e3089e14b27961dbf7&key=2PX6WT88G0UFUKHM,4.5
57,Digital Systems Principles and Applications,"Ronald J. Tocci, Neal S. Widmer, Gregory L. Moss",https://libgen.li/covers/3729000/97ad34ce8b34b852f2ab60d92cf9d727.jpg,https://libgen.li/get.php?md5=97ad34ce8b34b852f2ab60d92cf9d727&key=KPG4651SNQ1AH95A,4.4
58,Introduction to Logic Design,Alan B. Marcovitz,https://libgen.li/editioncovers/136531000/136531201.jpg,https://libgen.li/get.php?md5=7ddafd4f7192c11cf8fc538e8b3c7acc&key=JJ64PH7J7J2HSITO,4.3
59,Microprocessors and Interfacing: Programming and Hardware, Douglas V. Hall,https://libgen.li/covers/5690000/27f8057289fca23699d91d40f2b23997.jpg,https://libgen.li/get.php?md5=27f8057289fca23699d91d40f2b23997&key=X1ANJS43BNXC7JX0,4.5
60,"Z-80 Microprocessor: Architecture, Interfacing, Programming and Design",Ramesh Gaonkar,https://libgen.li/covers/1259000/0888677f44a937fd17d15d47e4e5a6f3.jpg,https://libgen.li/get.php?md5=0888677f44a937fd17d15d47e4e5a6f3&key=611HGTE78LD7B434,3.9
61,"Microprocessor Architecture, Programming, and Applications with the 8085",Ramesh S. Gaonkar,https://libgen.li/covers/2296000/297e7d12b2b64441cd929082982020db.jpg,https://libgen.li/get.php?md5=297e7d12b2b64441cd929082982020db&key=7ESDQURUW4PR1ENY,3.8
62,Advanced Microprocessors and Peripherals,A.K. Ray and K.M. Bhurchandi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2ABEh4KzKVambWb49wW2JaQESFRmI2Fs1xw&s,https://libgen.li/get.php?md5=67c5ac79dc8180a7f0641609d0c7800c&key=14WVO4X0M7O3DA2U,4.2
63,The 8051 Microcontroller and Embedded Systems with Software,"Muhammad Ali Mazidi, Janice Gillispie Mazidi",https://libgen.li/covers/1539000/5c029f4effaa88035f3405dbce4619b8.jpg,https://libgen.li/get.php?md5=5c029f4effaa88035f3405dbce4619b8&key=MOHGOQYTHUIJU1QY,4
64,The Intel Microprocessors,Barry B. Brey,https://libgen.li/covers/1055000/95eff0e41bc82379161df0c63ec6fa9a.jpg,https://libgen.li/get.php?md5=95eff0e41bc82379161df0c63ec6fa9a&key=E8Y2XVM2N5QQH4YL,3.4
65,Data Structures Through C: Learn the fundamentals of Data Structures through C,"Kanetkar, Yashavant",https://libgen.li/covers/4836000/aeb498efdbc2b43eeecd12536514d4d1.jpg,https://libgen.li/get.php?md5=aeb498efdbc2b43eeecd12536514d4d1&key=O7YS8L27VHACQF8F,4.7
66,Data Structures and Program Design in C,Robert L. Kruse; Clovis L. Tondo; Bruce P. Leung,https://libgen.li/covers/3932000/be2a0c919afa806a3f344319890a7e77.jpg,https://libgen.li/get.php?md5=be2a0c919afa806a3f344319890a7e77&key=FYLJ0XWYHM8NWK0D,3.6
67,Data Structures And Program Design In C,"Mark W. Humphries, Michael W. Hawkins, Michelle C. Dy",https://libgen.li/editioncovers/135986000/135986033.jpg,https://libgen.li/get.php?md5=9eece799b9f774428ddb9cfd0e784e5f&key=84M3X2JGFIQA2WOT,3.8
68,Data structures and Program Design in C++,"Robert L.Kruse, Alexander J.Ryba",https://libgen.li/covers/246000/a6127e628d1b8276dafd57ce160bbe57.jpg,https://libgen.li/get.php?md5=a6127e628d1b8276dafd57ce160bbe57&key=BD38Y6TUE1GRM4PN,3.9
69,Mastering Algorithms with C,Kyle Loudon,https://libgen.li/covers/341000/cc1a9c3ae2b5a4fd2380ef896fac70e3.jpg,https://libgen.li/get.php?md5=cc1a9c3ae2b5a4fd2380ef896fac70e3&key=ZR3FJ7XNWT4Y7PVB,4.1
70,Algorithms and data structures: an approach in C,"Bowman, Charles F",https://libgen.li/editioncovers/137370000/137370564.jpg,https://libgen.li/get.php?md5=deb46489f0aff022e1543e67543c2eb5&key=9J0BUO38FGK8N4YV,4.7
71,Fundamentals of Data Structures in C,SARTAJ SAHNI & DINESH MEHTA ELLIS HOROWITZ,https://libgen.li/covers/3641000/64c10dc5d3ca6bed22e96771adff5b6b.jpg,https://libgen.li/get.php?md5=64c10dc5d3ca6bed22e96771adff5b6b&key=1J0EWE5SF5MP83F7,4.5
72,Introduction to algorithms,"Thomas H. Cormen, Charles E. Leiserson, Ronald L.",https://libgen.li/editioncovers/135778000/135778012.jpg,https://libgen.li/get.php?md5=cec6e759c7e2f0d16053b727af8c699c&key=QNDEVZDKHBJ8SQA0,4.8
73,The Art of Computer Programming: Volume 1: Fundamental Algorithms,Donald E Knuth,https://libgen.li/editioncovers/136688000/136688784.jpg,https://libgen.li/get.php?md5=0979d44cf13783936f34ddec1ad8a1af&key=WYUJMA0UDAFX161I,4.2
74,Fundamentals of Computer Algorithms,"Ellis Horowitz, Sartaj Sahni",https://libgen.li/covers/922000/48385431fb8c0af6880423ac3e0a1834.jpg,https://libgen.li/get.php?md5=48385431fb8c0af6880423ac3e0a1834&key=W7TD1M5VCXT72CL7,3.4
75,Introduction to the Design & Analysis of Algorithms,Anany Levitin,https://libgen.li/covers/814000/1b50758f72981894b5057d55a7ebb692.jpg,https://libgen.li/get.php?md5=1b50758f72981894b5057d55a7ebb692&key=3NNNIA1J83TL9HVP,3.2
76,"Graphs, Networks and Algorithms",Dieter Jungnickel,https://libgen.li/covers/227000/c0ce37f9823ccca9529808774ee1a434.jpg,https://libgen.li/get.php?md5=c0ce37f9823ccca9529808774ee1a434&key=BQHWWG1DNXIXY87W,3.3
77,Algorithms Unlocked,"Cormen, Thomas H",https://libgen.li/fictioncovers/4007000/a0c283b92632d561df09337d06b20243.jpg,https://libgen.li/get.php?md5=a0c283b92632d561df09337d06b20243&key=IZUZWKH8QEIR3OVO,3.8
78,Mastering cloud computing: foundations and applications programming,"Rajkumar Buyya, Christian Vecchiola, S. Thamarai Selvi",https://libgen.li/covers/1014000/b4047aed95ba703bc3c6689159ce1010.jpg,https://libgen.li/get.php?md5=b4047aed95ba703bc3c6689159ce1010&key=011OZ1O8EBEFJKSF,4.7
79,Cloud Computing Bible,Barrie Sosinsky,https://libgen.li/covers/731000/22e49f4937ee2680e3115f2c8dd7564c.jpg,https://libgen.li/get.php?md5=22e49f4937ee2680e3115f2c8dd7564c&key=CM6NRXZS039EF7GC,4
80,"Cloud Computing: Concepts, Technology & Architecture",Thomas Erl; Zaigham Mahmood; Ricardo Puttini,https://libgen.li/editioncovers/138154000/138154919.jpg,https://libgen.li/get.php?md5=1a9397c17eb456508f127b45ef9f76a2&key=YRJE44A9RQU1JYB9,4.3
81,"Cloud Native Patterns: Architecture, Design and Culture",Pini Reznik; Michelle Gienow; Jamie Dobson,https://libgen.li/covers/3008000/1ee35c395174fe4b2e8ff9a474ee4568.jpg,https://libgen.li/get.php?md5=1ee35c395174fe4b2e8ff9a474ee4568&key=0VLL2EIX3O8KCJSI,4.7
82,Mastering cloud computing: foundations and applications programming,"Rajkumar Buyya, Christian Vecchiola, S. Thamarai Selvi",https://libgen.li/covers/1014000/b4047aed95ba703bc3c6689159ce1010.jpg,https://libgen.li/get.php?md5=b4047aed95ba703bc3c6689159ce1010&key=0QWZBA295DL6NE9X,4.8
83,Cloud Computing For Dummies,"Judith Hurwitz, Robin Bloor, Marcia Kaufman, Fern Halper",https://libgen.li/covers/256000/72dbfb6e07f04a6b8e6937329e78a10e.jpg,https://libgen.li/get.php?md5=72dbfb6e07f04a6b8e6937329e78a10e&key=RJ94O737GUW3U1OF,4.1
84,Distributed and Cloud Computing: From Parallel Processing to the Internet of Things,"Kai Hwang, Jack Dongarra, Geoffrey C. Fox",https://libgen.li/covers/3837000/22ed1e6c3042b90bd94ac58ebaa84868.jpg,https://libgen.li/get.php?md5=22ed1e6c3042b90bd94ac58ebaa84868&key=YUL96WF79AL6BFI3,4.2
85, Computer Architecture and Parallel Processing,"Kai Hwang, Faye A. Briggs",https://libgen.li/covers/2941000/fd71fa4434b0dbad694381c7db6bce43.jpg,https://libgen.li/get.php?md5=fd71fa4434b0dbad694381c7db6bce43&key=38FHJPOVRA7IALJJ,4.1
86,Computer Organization & Architecture: Themes and Variations,Alan Clements,https://libgen.li/covers/4350000/0b936a2462795e4ce6a82cebe3cb8a2a.jpg,https://libgen.li/get.php?md5=0b936a2462795e4ce6a82cebe3cb8a2a&key=67V4BX33YKB4ST6Z,4.4
87,Computer Organization and Design: The Hardware/Software Interface,"Patterson, David A; Hennessy, John L",https://libgen.li/covers/3532000/f6b8310d911b1ef23f9b85d13d266a67.jpg,https://libgen.li/get.php?md5=f6b8310d911b1ef23f9b85d13d266a67&key=E0RWRRXGIO5C7KO4,3.4
88,Computer organization and embedded systems,"Carl Hamacher, Zvonko Vranesic, Safwat Zaky, Naraig Manjikian",https://libgen.li/covers/769000/bbc56e03c87f1a67e4bbd7b510ff714f.jpg,https://libgen.li/get.php?md5=bbc56e03c87f1a67e4bbd7b510ff714f&key=N3PPYT9MDH2LO8BI,3.5
89,Modern processor design: fundamentals of superscalar processors,"John Paul Shen, Mikko H. Lipasti",https://libgen.li/covers/122000/340b262c390734493544a84e389da39a.jpg,https://libgen.li/get.php?md5=340b262c390734493544a84e389da39a&key=KHFD0ZKDREGVUUTE,3.8
90,The Elements of Computing Systems: Building a Modern Computer from First Principles,"Noam Nisan, Shimon Schocken",https://libgen.li/covers/674000/7ee77fa85c966a8daf6b33a333dda3e5.jpg,https://libgen.li/get.php?md5=7ee77fa85c966a8daf6b33a333dda3e5&key=RESNKSV4YYXX6BRT,3.4
91,Python Programming: A Step by Step Beginners Guide to Coding,"Lane, Evan",https://libgen.li/covers/2867000/61ea806765f191ee0216c0a343599a57.jpg,https://libgen.li/get.php?md5=61ea806765f191ee0216c0a343599a57&key=A4VZTMALHJJU8UC6,3.7
92,Complete Guide For Python Programming: Quick & Easy Guide To Learn Python,"Long, James P.",https://libgen.li/fictioncovers/6144000/0932c9d8adc701d8f8f61c663f13b41d.jpg,https://libgen.li/get.php?md5=0932c9d8adc701d8f8f61c663f13b41d&key=JTYC1887BH0J7PKX,3.5
93,Python Programming For Complete Novices,"Bernard, Scott",https://libgen.li/fictioncovers/6363000/d7e2e4ca7e5be19ca24ad5e9a262faf1.jpg,https://libgen.li/get.php?md5=d7e2e4ca7e5be19ca24ad5e9a262faf1&key=D2NMJ3B0BBVBJDTN,4.2
94,"Python: Python Mastery. ""A Code like a Pro"" Guide for Python Beginners","Bates, Jonathan",https://libgen.li/covers/2186000/a2e7b9bed6056b27c1af2f70ff71ce2f.jpg,https://libgen.li/get.php?md5=a2e7b9bed6056b27c1af2f70ff71ce2f&key=6JJZHSLZFAWB2V5P,4.3
95,Beginning Programming with Python for Dummies,John Paul Mueller,https://libgen.li/covers/2270000/55c3657e9f1670e8251e31c24e0f4334.jpg,https://libgen.li/get.php?md5=55c3657e9f1670e8251e31c24e0f4334&key=V92MEUR5J0VRD23S,4.1
